slug,sku,name,price,compare_at_price,currency,status,description,meta_title,meta_description,meta_keywords,tags,tax_category,shipping_category,category1,option1_name,option1_value,option2_name,option2_value,image1_src,width,height,depth,dimensions_unit,weight,weight_unit,available_on,discontinue_on,inventory_count,inventory_backorderable,track_inventory,metafield.custom.wattage,metafield.custom.voltage,metafield.custom.warranty,metafield.custom.capacity,metafield.custom.runtime,metafield.custom.room_coverage,metafield.custom.noise_level,metafield.custom.connectivity
rotary-shaver-9000,ROTARY-SHAVER-9000-CHROME,,299.99,0,USD,,,,,,,,,,Color,Chrome,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/rotary-shaver-9000-chrome.webp,2.8,5.9,2.4,in,0.8,lb,,,5000,TRUE,TRUE,,,,,,,,
rotary-shaver-9000,ROTARY-SHAVER-9000-MATTE-BLACK,,299.99,0,USD,,,,,,,,,,Color,Matte Black,,,https://raw.githubusercontent.com/spree/spree/main/docs/images/demo-images/rotary-shaver-9000-matte-black.webp,2.8,5.9,2.4,in,0.8,lb,,,5000,TRUE,TRUE,,,,,,,,
automatic-espresso-machine,AUTOMATIC-ESPRESSO-MACHINE-MATTE-BLACK,,819.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automatic-espresso-machine,AUTOMATIC-ESPRESSO-MACHINE-SILVER,,819.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
automatic-espresso-machine,AUTOMATIC-ESPRESSO-MACHINE-WHITE,,819.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-automatic-espresso-machine,SEMI-AUTOMATIC-ESPRESSO-MACHINE-STAINLESS-STEEL,,509.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-automatic-espresso-machine,SEMI-AUTOMATIC-ESPRESSO-MACHINE-MATTE-BLACK,,509.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drip-coffee-maker,DRIP-COFFEE-MAKER-BLACK,,84.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drip-coffee-maker,DRIP-COFFEE-MAKER-WHITE,,84.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drip-coffee-maker,DRIP-COFFEE-MAKER-STEEL-GREY,,84.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital-air-fryer-4l,DIGITAL-AIR-FRYER-4L-MATTE-BLACK,,109.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital-air-fryer-4l,DIGITAL-AIR-FRYER-4L-WHITE,,109.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital-air-fryer-6l,DIGITAL-AIR-FRYER-6L-MATTE-BLACK,,169.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital-air-fryer-6l,DIGITAL-AIR-FRYER-6L-SILVER,,169.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
digital-air-fryer-6l,DIGITAL-AIR-FRYER-6L-WHITE,,169.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-basket-air-fryer,DUAL-BASKET-AIR-FRYER-MATTE-BLACK,,229.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-basket-air-fryer,DUAL-BASKET-AIR-FRYER-STAINLESS-STEEL,,229.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-speed-blender,HIGH-SPEED-BLENDER-STAINLESS-STEEL,,189.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-speed-blender,HIGH-SPEED-BLENDER-MATTE-BLACK,,189.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-speed-blender,HIGH-SPEED-BLENDER-WHITE,,189.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
personal-blender,PERSONAL-BLENDER-WHITE,,46.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
personal-blender,PERSONAL-BLENDER-MINT,,46.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
personal-blender,PERSONAL-BLENDER-GREY,,46.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electric-kettle-1-7l,ELECTRIC-KETTLE-1-7L-WHITE,,41.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electric-kettle-1-7l,ELECTRIC-KETTLE-1-7L-BLACK,,41.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electric-kettle-1-7l,ELECTRIC-KETTLE-1-7L-STAINLESS-STEEL,,41.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temperature-control-kettle,TEMPERATURE-CONTROL-KETTLE-STAINLESS-STEEL,,74.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temperature-control-kettle,TEMPERATURE-CONTROL-KETTLE-MATTE-BLACK,,74.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-slice-toaster,2-SLICE-TOASTER-WHITE,,37.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-slice-toaster,2-SLICE-TOASTER-BLACK,,37.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-slice-toaster,2-SLICE-TOASTER-STAINLESS-STEEL,,37.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-slice-toaster,4-SLICE-TOASTER-WHITE,,59.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-slice-toaster,4-SLICE-TOASTER-BLACK,,59.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-slice-toaster,4-SLICE-TOASTER-STAINLESS-STEEL,,59.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food-processor-3l,FOOD-PROCESSOR-3L-STAINLESS-STEEL,,139.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food-processor-3l,FOOD-PROCESSOR-3L-WHITE,,139.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-purifier-compact,AIR-PURIFIER-COMPACT-WHITE,,139.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-purifier-compact,AIR-PURIFIER-COMPACT-BLACK,,139.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-purifier-tower,AIR-PURIFIER-TOWER-WHITE,,329.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-purifier-tower,AIR-PURIFIER-TOWER-BLACK,,329.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-purifier-tower,AIR-PURIFIER-TOWER-GREY,,329.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-purifier-pro,AIR-PURIFIER-PRO-WHITE,,509.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
air-purifier-pro,AIR-PURIFIER-PRO-MATTE-BLACK,,509.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultrasonic-humidifier-2l,ULTRASONIC-HUMIDIFIER-2L-WHITE,,64.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ultrasonic-humidifier-2l,ULTRASONIC-HUMIDIFIER-2L-BLACK,,64.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smart-humidifier-4l,SMART-HUMIDIFIER-4L-WHITE,,119.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smart-humidifier-4l,SMART-HUMIDIFIER-4L-GREY,,119.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tower-fan,TOWER-FAN-WHITE,,84.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tower-fan,TOWER-FAN-BLACK,,84.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedestal-fan,PEDESTAL-FAN-WHITE,,54.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedestal-fan,PEDESTAL-FAN-BLACK,,54.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam-generator-iron,STEAM-GENERATOR-IRON-BLUE-AND-WHITE,,229.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam-generator-iron,STEAM-GENERATOR-IRON-PURPLE-AND-WHITE,,229.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handheld-garment-steamer,HANDHELD-GARMENT-STEAMER-WHITE,,46.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
handheld-garment-steamer,HANDHELD-GARMENT-STEAMER-BLACK,,46.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
professional-garment-steamer,PROFESSIONAL-GARMENT-STEAMER-WHITE-AND-GREY,,95,119.99,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
professional-garment-steamer,PROFESSIONAL-GARMENT-STEAMER-BLACK,,95,119.99,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam-iron,STEAM-IRON-BLUE-AND-WHITE,,54.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steam-iron,STEAM-IRON-GREY-AND-WHITE,,54.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cordless-stick-vacuum-18v,CORDLESS-STICK-VACUUM-18V-GREY,,229.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cordless-stick-vacuum-18v,CORDLESS-STICK-VACUUM-18V-WHITE,,229.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cordless-stick-vacuum-25v,CORDLESS-STICK-VACUUM-25V-GRAPHITE,,419.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cordless-stick-vacuum-25v,CORDLESS-STICK-VACUUM-25V-WHITE,,419.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cordless-stick-vacuum-25v,CORDLESS-STICK-VACUUM-25V-BLUE,,419.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagless-upright-vacuum,BAGLESS-UPRIGHT-VACUUM-BLACK-AND-BLUE,,140,189.99,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bagless-upright-vacuum,BAGLESS-UPRIGHT-VACUUM-BLACK-AND-RED,,140,189.99,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robot-vacuum,ROBOT-VACUUM-BLACK,,329.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robot-vacuum,ROBOT-VACUUM-WHITE,,329.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robot-vacuum-pro,ROBOT-VACUUM-PRO-BLACK,,559.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robot-vacuum-pro,ROBOT-VACUUM-PRO-WHITE,,559.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ionic-hair-dryer,IONIC-HAIR-DRYER-WHITE,,64.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ionic-hair-dryer,IONIC-HAIR-DRYER-BLACK,,64.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ionic-hair-dryer,IONIC-HAIR-DRYER-ROSE-GOLD,,64.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel-hair-dryer,TRAVEL-HAIR-DRYER-BLACK,,32.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel-hair-dryer,TRAVEL-HAIR-DRYER-PINK,,32.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramic-hair-straightener,CERAMIC-HAIR-STRAIGHTENER-BLACK,,74.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramic-hair-straightener,CERAMIC-HAIR-STRAIGHTENER-WHITE,,74.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceramic-hair-straightener,CERAMIC-HAIR-STRAIGHTENER-ROSE-GOLD,,74.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beard-trimmer-3000,BEARD-TRIMMER-3000-BLACK,,46.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beard-trimmer-3000,BEARD-TRIMMER-3000-DARK-GREY,,46.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beard-trimmer-7000,BEARD-TRIMMER-7000-GUNMETAL,,109.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beard-trimmer-7000,BEARD-TRIMMER-7000-BLACK,,109.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beard-trimmer-7000,BEARD-TRIMMER-7000-SILVER,,109.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multigroom-kit,MULTIGROOM-KIT-BLACK,,74.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multigroom-kit,MULTIGROOM-KIT-GREY,,74.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotary-shaver-5000,ROTARY-SHAVER-5000-BLACK,,119.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotary-shaver-5000,ROTARY-SHAVER-5000-DARK-BLUE,,119.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotary-shaver-9000,ROTARY-SHAVER-9000-CHROME,,279.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rotary-shaver-9000,ROTARY-SHAVER-9000-MATTE-BLACK,,279.99,,EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
